row_id,deal_id,customer_name,customer_email,region,department,product,sales_rep,Q3 Rev (final)(USE THIS),net_revenue,customer_count,recorded_at,recorded_at_utc,notes
135,D-2026Q3-01135,Customer 135 Inc.,contact135@umbrella.example,LATAM,Sales,Worm Pro,Mario Rossi,465781.16,404650.36,144,2026-08-24 10:49:00,2026-08-24T10:49:00Z,pilot — eval phase
136,D-2026Q3-01136,Customer 136 Inc.,contact136@stark.example,LATAM,Customer Success,Worm Lite,Chloé O'Brien,360271.72,322261.75,234,2026-09-16 06:45:00,2026-09-16T06:45:00Z,pilot — eval phase
137,D-2026Q3-01137,Customer 137 Inc.,contact137@initech.example,EMEA,Sales,Worm Lite,Sofía Martínez,126211.15,105038.05,211,2026-08-05 19:55:00,2026-08-05T19:55:00Z,expansion — multi-year
138,D-2026Q3-01138,Customer 138 Inc.,contact138@acme.example,LATAM,Customer Success,Worm Pro,Chloé O'Brien,344910.54,286010.17,171,2026-08-05 08:31:00,2026-08-05T08:31:00Z,churn risk
139,D-2026Q3-01139,Customer 139 Inc.,contact139@umbrella.example,NA,Sales,Worm Pro,Sofía Martínez,327158.11,298205.61,-9999,2026-07-15 18:21:00,2026-07-15T18:21:00Z,—
140,D-2026Q3-01140,Customer 140 Inc.,contact140@umbrella.example,NA,Marketing,Worm Core,Sofía Martínez,17861.02,16253.4,30,2026-08-26 14:27:00,2026-08-26T14:27:00Z,upsell
141,D-2026Q3-01141,Customer 141 Inc.,contact141@stark.example,NA,Marketing,Worm Audit,André Chen,324403.86,264399.76,233,2026-07-22 02:26:00,2026-07-22T02:26:00Z,churn risk
142,D-2026Q3-01142,Customer 142 Inc.,contact142@globex.example,APAC,Sales,Worm Core,Chloé O'Brien,289491.49,265073.41,156,2026-09-14 22:29:00,2026-09-14T22:29:00Z,upsell
143,D-2026Q3-01143,Customer 143 Inc.,contact143@initech.example,NA,Sales,Worm Enterprise,André Chen,160591.88,138930.33,121,2026-08-08 22:15:00,2026-08-08T22:15:00Z,réquête en cours
144,D-2026Q3-01144,Customer 144 Inc.,contact144@stark.example,LATAM,Marketing,Worm Enterprise,José Álvarez,7845.44,7362.88,185,2026-08-25 13:47:00,2026-08-25T13:47:00Z,new logo
145,D-2026Q3-01145,Customer 145 Inc.,contact145@stark.example,APAC,Sales,Worm Enterprise,André Chen,93212.62,79047.5,117,2026-08-22 18:28:00,2026-08-22T18:28:00Z,réquête en cours
146,D-2026Q3-01146,Customer 146 Inc.,contact146@umbrella.example,NA,Customer Success,Worm Audit,François Dubois,213865.32,194365.48,165,2026-08-22 22:21:00,2026-08-22T22:21:00Z,upsell
147,D-2026Q3-01147,Customer 147 Inc.,contact147@globex.example,EMEA,Finance,Worm Pro,Sofía Martínez,58286.02,51932.24,64,2026-07-03 20:44:00,2026-07-03T20:44:00Z,upsell
148,D-2026Q3-01148,Customer 148 Inc.,contact148@acme.example,NA,Finance,Worm Enterprise,Sofía Martínez,317003.22,271380.35,78,2026-09-17 19:14:00,2026-09-17T19:14:00Z,—
149,D-2026Q3-01149,Customer 149 Inc.,contact149@stark.example,EMEA,Marketing,Worm Core,Élise Dupont,#REF!,#N/A,75,2026-07-13 04:07:00,2026-07-13T04:07:00Z,churn risk
150,D-2026Q3-01150,Customer 150 Inc.,contact150@globex.example,APAC,Finance,Worm Audit,François Dubois,343807.36,300745.92,176,2026-07-04 14:38:00,2026-07-04T14:38:00Z,renewal
151,D-2026Q3-01151,Customer 151 Inc.,contact151@stark.example,NA,Marketing,Worm Pro,Fátima Hassan,438657.81,408697.99,68,2026-07-13 00:29:00,2026-07-13T00:29:00Z,réquête en cours
152,D-2026Q3-01152,Customer 152 Inc.,contact152@umbrella.example,EMEA,Product,Worm Audit,Élise Dupont,102997.28,82539.59,123,2026-07-17 14:16:00,2026-07-17T14:16:00Z,réquête en cours
153,D-2026Q3-01153,Customer 153 Inc.,contact153@acme.example,EMEA,Product,Worm Core,André Chen,67366.86,52969.56,75,2026-08-28 13:43:00,2026-08-28T13:43:00Z,—
154,D-2026Q3-01154,Customer 154 Inc.,contact154@acme.example,NA,Marketing,Worm Enterprise,Élise Dupont,317191.93,292891.0,141,2026-08-25 07:11:00,2026-08-25T07:11:00Z,expansion — multi-year
155,D-2026Q3-01155,Customer 155 Inc.,contact155@umbrella.example,EMEA,Marketing,Worm Enterprise,François Dubois,73402.4,62484.41,78,2026-09-06 07:11:00,2026-09-06T07:11:00Z,new logo
156,D-2026Q3-01156,Customer 156 Inc.,contact156@stark.example,LATAM,Customer Success,Worm Enterprise,André Chen,238934.57,212903.84,67,2026-07-31 09:51:00,2026-07-31T09:51:00Z,churn risk
157,D-2026Q3-01157,Customer 157 Inc.,contact157@globex.example,LATAM,Finance,Worm Enterprise,Renée García,342279.24,286266.02,76,2026-09-07 05:10:00,2026-09-07T05:10:00Z,renewal
158,D-2026Q3-01158,Customer 158 Inc.,contact158@stark.example,APAC,Finance,Worm Lite,André Chen,254536.3,228048.09,29,2026-09-07 03:30:00,2026-09-07T03:30:00Z,réquête en cours
159,D-2026Q3-01159,Customer 159 Inc.,contact159@acme.example,EMEA,Product,Worm Pro,Élise Dupont,61504.8,52318.44,107,2026-08-04 13:58:00,2026-08-04T13:58:00Z,pilot — eval phase
160,D-2026Q3-01160,Customer 160 Inc.,contact160@globex.example,APAC,Finance,Worm Enterprise,Chloé O'Brien,40714.63,#REF!,44,2026-07-24 07:04:00,2026-07-24T07:04:00Z,upsell
161,D-2026Q3-01161,Customer 161 Inc.,contact161@globex.example,APAC,Customer Success,Worm Audit,Mario Rossi,131846.01,113862.82,162,2026-09-18 04:38:00,2026-09-18T04:38:00Z,new logo
162,D-2026Q3-01162,Customer 162 Inc.,contact162@initech.example,APAC,Marketing,Worm Enterprise,Élise Dupont,65026.39,57216.03,-9999,2026-08-12 17:58:00,2026-08-12T17:58:00Z,churn risk
163,D-2026Q3-01163,Customer 163 Inc.,contact163@umbrella.example,EMEA,Customer Success,Worm Pro,José Álvarez,473877.54,416022.54,26,2026-07-10 08:43:00,2026-07-10T08:43:00Z,—
164,D-2026Q3-01164,Customer 164 Inc.,contact164@stark.example,NA,Marketing,Worm Pro,Sofía Martínez,293752.68,260407.28,48,2026-08-23 18:07:00,2026-08-23T18:07:00Z,expansion — multi-year
165,D-2026Q3-01165,Customer 165 Inc.,contact165@umbrella.example,APAC,Finance,Worm Core,François Dubois,113763.81,#N/A,82,2026-08-10 14:46:00,2026-08-10T14:46:00Z,—
166,D-2026Q3-01166,Customer 166 Inc.,contact166@umbrella.example,LATAM,Customer Success,Worm Lite,José Álvarez,123966.57,100096.18,232,2026-07-10 12:59:00,2026-07-10T12:59:00Z,réquête en cours
167,D-2026Q3-01167,Customer 167 Inc.,contact167@globex.example,APAC,Sales,Worm Audit,Sofía Martínez,477403.63,446271.34,78,2026-07-18 12:26:00,2026-07-18T12:26:00Z,—
168,D-2026Q3-01168,Customer 168 Inc.,contact168@initech.example,LATAM,Finance,Worm Core,Fátima Hassan,148646.19,133728.16,45,2026-07-01 17:41:00,2026-07-01T17:41:00Z,expansion — multi-year
169,D-2026Q3-01169,Customer 169 Inc.,contact169@globex.example,NA,Customer Success,Worm Core,Renée García,50193.71,43595.7,115,2026-07-29 19:19:00,2026-07-29T19:19:00Z,réquête en cours
170,D-2026Q3-01170,Customer 170 Inc.,contact170@initech.example,APAC,Product,Worm Core,José Álvarez,459633.62,413164.3,146,2026-09-06 03:31:00,2026-09-06T03:31:00Z,—
171,D-2026Q3-01171,Customer 171 Inc.,contact171@initech.example,NA,Customer Success,Worm Audit,François Dubois,413186.36,375210.17,168,2026-09-05 15:31:00,2026-09-05T15:31:00Z,new logo
172,D-2026Q3-01172,Customer 172 Inc.,contact172@initech.example,APAC,Finance,Worm Enterprise,François Dubois,6896.45,5488.76,214,2026-08-03 02:49:00,2026-08-03T02:49:00Z,expansion — multi-year
173,D-2026Q3-01173,Customer 173 Inc.,contact173@stark.example,APAC,Sales,Worm Lite,André Chen,383980.7,351743.84,204,2026-07-21 08:07:00,2026-07-21T08:07:00Z,réquête en cours
174,D-2026Q3-01174,Customer 174 Inc.,contact174@initech.example,NA,Marketing,Worm Pro,Élise Dupont,112087.85,100109.74,43,2026-09-29 02:56:00,2026-09-29T02:56:00Z,churn risk
175,D-2026Q3-01175,Customer 175 Inc.,contact175@acme.example,NA,Customer Success,Worm Lite,Jürgen Müller,270101.66,222658.29,6,2026-08-06 13:50:00,2026-08-06T13:50:00Z,pilot — eval phase
176,D-2026Q3-01176,Customer 176 Inc.,contact176@initech.example,EMEA,Customer Success,Worm Core,Sofía Martínez,151402.43,122095.1,69,2026-07-08 17:06:00,2026-07-08T17:06:00Z,pilot — eval phase
177,D-2026Q3-01177,Customer 177 Inc.,contact177@initech.example,APAC,Sales,Worm Lite,Mario Rossi,324334.42,267396.61,185,2026-08-28 00:26:00,2026-08-28T00:26:00Z,upsell
178,D-2026Q3-01178,Customer 178 Inc.,contact178@umbrella.example,NA,Marketing,Worm Audit,Fátima Hassan,9580.97,9035.74,92,2026-08-30 01:28:00,2026-08-30T01:28:00Z,expansion — multi-year
179,D-2026Q3-01179,Customer 179 Inc.,contact179@acme.example,APAC,Finance,Worm Audit,Fátima Hassan,70276.66,57515.68,109,2026-07-27 09:23:00,2026-07-27T09:23:00Z,renewal
180,D-2026Q3-01180,Customer 180 Inc.,contact180@stark.example,APAC,Customer Success,Worm Enterprise,Renée García,350290.04,319676.16,220,2026-09-12 18:00:00,2026-09-12T18:00:00Z,réquête en cours
181,D-2026Q3-01181,Customer 181 Inc.,contact181@globex.example,LATAM,Marketing,Worm Pro,André Chen,204024.46,180081.75,27,2026-07-03 00:43:00,2026-07-03T00:43:00Z,—
182,D-2026Q3-01182,Customer 182 Inc.,contact182@globex.example,LATAM,Finance,Worm Pro,Renée García,365944.29,336785.18,50,2026-08-05 05:51:00,2026-08-05T05:51:00Z,—
183,D-2026Q3-01183,Customer 183 Inc.,contact183@stark.example,APAC,Marketing,Worm Enterprise,André Chen,329368.55,257131.76,58,2026-07-08 15:30:00,2026-07-08T15:30:00Z,new logo
184,D-2026Q3-01184,Customer 184 Inc.,contact184@initech.example,NA,Marketing,Worm Lite,François Dubois,198401.6,166993.56,105,2026-08-02 07:36:00,2026-08-02T07:36:00Z,expansion — multi-year
185,D-2026Q3-01185,Customer 185 Inc.,contact185@initech.example,NA,Finance,Worm Lite,François Dubois,135126.67,108355.63,-9999,2026-09-17 11:31:00,2026-09-17T11:31:00Z,—
186,D-2026Q3-01186,Customer 186 Inc.,contact186@initech.example,EMEA,Finance,Worm Enterprise,François Dubois,#REF!,#N/A,79,2026-07-26 12:55:00,2026-07-26T12:55:00Z,réquête en cours
187,D-2026Q3-01187,Customer 187 Inc.,contact187@initech.example,EMEA,Product,Worm Enterprise,José Álvarez,137268.25,111105.14,145,2026-08-17 22:41:00,2026-08-17T22:41:00Z,upsell
188,D-2026Q3-01188,Customer 188 Inc.,contact188@initech.example,NA,Sales,Worm Audit,Sofía Martínez,252272.43,237879.54,51,2026-09-24 05:13:00,2026-09-24T05:13:00Z,upsell
189,D-2026Q3-01189,Customer 189 Inc.,contact189@initech.example,EMEA,Sales,Worm Enterprise,Mario Rossi,432260.85,408936.43,60,2026-08-16 08:17:00,2026-08-16T08:17:00Z,expansion — multi-year
190,D-2026Q3-01190,Customer 190 Inc.,contact190@acme.example,NA,Customer Success,Worm Core,Fátima Hassan,264646.28,237666.72,91,2026-08-19 06:43:00,2026-08-19T06:43:00Z,upsell
191,D-2026Q3-01191,Customer 191 Inc.,contact191@umbrella.example,LATAM,Marketing,Worm Pro,José Álvarez,404339.57,358227.28,227,2026-07-12 17:30:00,2026-07-12T17:30:00Z,expansion — multi-year
192,D-2026Q3-01192,Customer 192 Inc.,contact192@globex.example,LATAM,Customer Success,Worm Lite,Renée García,346168.65,311516.32,126,2026-07-26 07:09:00,2026-07-26T07:09:00Z,new logo
193,D-2026Q3-01193,Customer 193 Inc.,contact193@initech.example,APAC,Customer Success,Worm Pro,Fátima Hassan,255969.69,209048.57,135,2026-07-06 21:32:00,2026-07-06T21:32:00Z,upsell
194,D-2026Q3-01194,Customer 194 Inc.,contact194@stark.example,NA,Customer Success,Worm Enterprise,François Dubois,150290.04,122818.91,201,2026-07-03 03:47:00,2026-07-03T03:47:00Z,réquête en cours
195,D-2026Q3-01195,Customer 195 Inc.,contact195@acme.example,LATAM,Marketing,Worm Audit,André Chen,115598.69,105725.43,125,2026-07-14 09:54:00,2026-07-14T09:54:00Z,—
196,D-2026Q3-01196,Customer 196 Inc.,contact196@stark.example,APAC,Sales,Worm Enterprise,Chloé O'Brien,159473.48,149956.26,56,2026-07-24 18:22:00,2026-07-24T18:22:00Z,pilot — eval phase
197,D-2026Q3-01197,Customer 197 Inc.,contact197@acme.example,LATAM,Customer Success,Worm Lite,Élise Dupont,247418.8,201121.57,226,2026-07-10 13:10:00,2026-07-10T13:10:00Z,expansion — multi-year
198,D-2026Q3-01198,Customer 198 Inc.,contact198@stark.example,APAC,Customer Success,Worm Lite,Sofía Martínez,332231.17,304516.97,156,2026-08-23 02:16:00,2026-08-23T02:16:00Z,—
199,D-2026Q3-01199,Customer 199 Inc.,contact199@umbrella.example,APAC,Marketing,Worm Lite,André Chen,121374.4,110670.47,32,2026-08-04 16:24:00,2026-08-04T16:24:00Z,expansion — multi-year
200,D-2026Q3-01200,Customer 200 Inc.,contact200@acme.example,APAC,Sales,Worm Enterprise,Élise Dupont,256080.07,241839.42,141,2026-08-11 09:13:00,2026-08-11T09:13:00Z,pilot — eval phase
201,D-2026Q3-01201,Customer 201 Inc.,contact201@initech.example,NA,Customer Success,Worm Core,Fátima Hassan,300143.09,255057.21,20,2026-08-08 12:56:00,2026-08-08T12:56:00Z,new logo
202,D-2026Q3-01202,Customer 202 Inc.,contact202@initech.example,EMEA,Sales,Worm Pro,Renée García,283361.19,246321.03,177,2026-07-31 22:58:00,2026-07-31T22:58:00Z,churn risk
203,D-2026Q3-01203,Customer 203 Inc.,contact203@initech.example,APAC,Sales,Worm Enterprise,Chloé O'Brien,233218.36,197611.49,100,2026-09-21 11:15:00,2026-09-21T11:15:00Z,new logo
204,D-2026Q3-01204,Customer 204 Inc.,contact204@globex.example,NA,Marketing,Worm Audit,José Álvarez,376971.72,351682.07,146,2026-08-15 21:25:00,2026-08-15T21:25:00Z,upsell
205,D-2026Q3-01205,Customer 205 Inc.,contact205@initech.example,NA,Marketing,Worm Pro,Jürgen Müller,58511.63,53210.35,111,2026-09-24 07:08:00,2026-09-24T07:08:00Z,réquête en cours
206,D-2026Q3-01206,Customer 206 Inc.,contact206@stark.example,EMEA,Marketing,Worm Audit,François Dubois,62856.44,#N/A,175,2026-09-16 00:22:00,2026-09-16T00:22:00Z,upsell
207,D-2026Q3-01207,Customer 207 Inc.,contact207@initech.example,APAC,Marketing,Worm Core,Mario Rossi,365069.99,285973.02,37,2026-09-07 19:44:00,2026-09-07T19:44:00Z,renewal
208,D-2026Q3-01208,Customer 208 Inc.,contact208@initech.example,EMEA,Finance,Worm Audit,José Álvarez,257631.43,213752.61,-9999,2026-07-27 21:35:00,2026-07-27T21:35:00Z,new logo
209,D-2026Q3-01209,Customer 209 Inc.,contact209@umbrella.example,APAC,Marketing,Worm Audit,José Álvarez,230370.04,187835.47,77,2026-08-13 12:20:00,2026-08-13T12:20:00Z,upsell
210,D-2026Q3-01210,Customer 210 Inc.,contact210@stark.example,APAC,Finance,Worm Lite,Mario Rossi,93849.24,82059.61,73,2026-07-02 18:29:00,2026-07-02T18:29:00Z,renewal
211,D-2026Q3-01211,Customer 211 Inc.,contact211@umbrella.example,EMEA,Finance,Worm Pro,Élise Dupont,171419.93,137500.42,161,2026-07-24 03:32:00,2026-07-24T03:32:00Z,expansion — multi-year
212,D-2026Q3-01212,Customer 212 Inc.,contact212@acme.example,LATAM,Product,Worm Pro,José Álvarez,356792.66,293558.81,33,2026-07-12 18:27:00,2026-07-12T18:27:00Z,pilot — eval phase
213,D-2026Q3-01213,Customer 213 Inc.,contact213@acme.example,LATAM,Sales,Worm Audit,François Dubois,262313.86,#REF!,149,2026-09-24 10:18:00,2026-09-24T10:18:00Z,pilot — eval phase
214,D-2026Q3-01214,Customer 214 Inc.,contact214@stark.example,APAC,Product,Worm Core,Renée García,136595.11,122947.35,94,2026-08-21 05:12:00,2026-08-21T05:12:00Z,renewal
215,D-2026Q3-01215,Customer 215 Inc.,contact215@stark.example,APAC,Product,Worm Lite,Chloé O'Brien,63941.65,55043.2,38,2026-09-26 06:22:00,2026-09-26T06:22:00Z,churn risk
216,D-2026Q3-01216,Customer 216 Inc.,contact216@stark.example,LATAM,Customer Success,Worm Pro,Élise Dupont,181234.48,144084.79,26,2026-07-14 16:06:00,2026-07-14T16:06:00Z,upsell
217,D-2026Q3-01217,Customer 217 Inc.,contact217@acme.example,NA,Customer Success,Worm Audit,José Álvarez,97157.26,77427.24,69,2026-09-22 19:02:00,2026-09-22T19:02:00Z,renewal
218,D-2026Q3-01218,Customer 218 Inc.,contact218@initech.example,NA,Finance,Worm Lite,André Chen,276275.78,230412.45,103,2026-08-16 12:07:00,2026-08-16T12:07:00Z,renewal
219,D-2026Q3-01219,Customer 219 Inc.,contact219@initech.example,LATAM,Sales,Worm Pro,Élise Dupont,225751.82,204852.58,76,2026-08-04 23:53:00,2026-08-04T23:53:00Z,upsell
220,D-2026Q3-01220,Customer 220 Inc.,contact220@stark.example,NA,Marketing,Worm Pro,José Álvarez,375310.38,339058.93,148,2026-07-27 16:27:00,2026-07-27T16:27:00Z,churn risk
